longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-119.8,36.65,34,2263,423.0,1184,407,1.7692,74200
-118.32,33.94,37,2740,504.0,1468,479,4.5368,168800
-118.18,33.94,43,2724,612.0,2340,570,2.7,165000
-122.21,37.8,39,2003,500.0,1109,464,3.0682,156500
-124.05,40.94,14,1452,217.0,516,181,5.0329,165600
-121.92,38.01,7,1632,248.0,879,262,6.1237,166000
-117.94,33.91,18,8836,1527.0,3946,1451,5.6441,313000
-118.95,34.19,24,2719,434.0,1318,424,4.675,228800
-122.11,37.66,35,2843,652.0,1726,643,3.09,174100
-118.28,33.92,37,742,151.0,729,144,3.055,105400
-118.34,34.02,48,1614,320.0,684,318,4.2218,181000
-118.46,34.23,16,6338,1768.0,4718,1632,3.0187,154600
-122.32,37.97,33,1156,190.0,643,209,4.5,156600
-117.16,33.92,12,3236,502.0,1610,502,4.7568,143500
-122.06,38.25,36,1818,323.0,953,298,3.3153,99000
-121.3,37.92,28,3308,766.0,3201,720,1.7694,73900
-116.95,33.75,23,4676,1096.0,2770,1057,1.7847,109500
-121.57,36.98,14,5231,817.0,2634,799,4.9702,279800
-120.65,40.42,39,3240,652.0,1467,621,2.1875,64300
-121.33,38.69,15,3137,509.0,1635,544,4.6923,122700
-117.66,34.05,6,5129,1119.0,2533,949,3.625,113600
-118.18,33.81,27,471,132.0,315,96,1.75,154200
-118.33,34.0,24,873,320.0,529,308,0.9304,151600
-119.81,36.79,35,2314,443.0,954,457,2.9506,73800
-122.74,38.43,11,4670,1007.0,2430,962,3.0341,142300
-118.21,34.12,52,1301,389.0,1189,361,2.5139,190000
-122.67,38.24,29,2644,464.0,1372,450,5.0544,261800
-118.16,33.85,36,1979,339.0,952,339,4.0815,216200
-121.25,38.0,21,446,73.0,182,57,2.8958,135000
-118.07,33.99,41,1204,252.0,1002,248,3.0577,163300
-119.57,34.38,22,2512,426.0,919,341,5.759,425000
-117.91,34.08,35,1443,266.0,861,262,3.5795,186900
-122.36,37.96,39,246,57.0,316,52,0.716,104200
-118.35,34.52,14,3490,592.0,1710,580,5.9171,333300
-118.44,34.15,29,5474,1457.0,2352,1326,3.415,382500
-118.94,34.18,24,3689,585.0,1898,581,5.9224,239400
-117.85,33.87,15,5078,806.0,2569,759,5.6549,301900
-121.22,37.82,13,4452,949.0,2740,937,3.1964,141500
-118.38,33.79,32,10445,1620.0,4474,1576,7.7042,500001
-118.36,34.16,42,2304,442.0,862,429,4.3542,417900
-120.43,34.96,24,1799,470.0,1416,408,2.0673,136900
-120.66,35.5,19,1861,364.0,1040,363,3.3125,163900
-118.46,34.14,34,5264,771.0,1738,753,8.8115,500001
-122.01,37.95,8,3866,539.0,1555,513,6.0901,298200
-122.16,37.75,44,617,131.0,378,135,2.5568,111100
-117.65,34.1,44,1526,337.0,831,326,3.0284,115800
-122.23,37.8,50,1746,480.0,1149,415,2.25,123500
-118.04,33.76,16,2070,263.0,878,297,7.0879,338800
-122.33,37.53,18,4493,760.0,1784,725,6.7042,413000
-118.34,33.98,40,2108,526.0,1922,544,3.163,137800
-118.35,34.13,39,1610,278.0,511,278,4.3333,385900
-118.26,34.12,52,1942,476.0,1375,477,2.7348,209100
-122.66,38.47,23,2246,437.0,1035,386,3.7617,172600
-118.91,34.4,30,2861,613.0,2065,586,3.2024,176100
-118.3,34.03,47,2241,559.0,1775,504,2.1571,147900
-117.77,33.72,9,2153,316.0,954,324,7.8139,304700
-121.98,37.35,41,1150,249.0,729,260,3.5491,261100
-117.5,34.04,5,3958,665.0,2456,666,5.1647,154700
-121.81,37.99,22,2331,359.0,1086,340,5.1435,150800
-122.06,37.36,35,2693,493.0,1343,455,6.0777,327500
-117.7,34.08,33,4674,791.0,2769,784,4.1448,137300
-121.07,38.92,15,5301,884.0,2335,831,4.515,164000
-119.57,36.44,30,1860,337.0,1123,347,3.4926,94200
-115.73,33.09,27,452,103.0,258,61,2.9,87500
-119.61,34.45,33,3597,519.0,1207,479,5.3963,500001
-117.26,33.21,26,1906,408.0,1325,427,3.0197,136000
-118.1,34.18,39,2321,336.0,880,339,7.7108,450000
-117.65,34.12,27,2298,340.0,1071,369,6.5587,239000
-117.94,33.85,26,1888,429.0,1550,458,3.3393,168600
-119.12,34.25,31,737,146.0,1436,168,3.5625,194100
-118.23,33.88,35,842,201.0,763,189,2.6719,109800
-120.72,37.38,22,1311,319.0,1455,340,2.2813,67300
-118.35,33.99,47,2183,380.0,927,371,4.9531,180100
-118.31,34.09,34,2065,839.0,2626,775,1.8214,211100
-118.11,33.95,34,1723,279.0,617,252,6.7501,400000
-118.39,33.97,46,2198,352.0,839,335,6.5778,350800
-118.15,34.07,52,1983,344.0,887,331,3.2875,234400
-117.96,33.74,19,1783,415.0,1025,383,4.1484,230000
-116.94,32.83,38,1701,317.0,872,304,3.7831,147800
-118.15,33.93,42,1839,346.0,1034,339,4.9808,212300
-117.8,33.83,17,2971,350.0,1180,346,11.1228,500001
-117.06,32.6,33,905,205.0,989,222,2.7014,108200
-118.28,33.96,39,882,221.0,697,189,1.8472,99100
-122.42,38.31,18,1479,246.0,550,217,4.7356,333300
-121.35,38.03,8,1904,255.0,895,242,5.7201,155700
-122.64,41.74,33,2644,459.0,1113,483,3.3095,81300
-118.4,34.03,36,1831,296.0,871,269,8.1484,500001
-117.95,34.04,27,2610,846.0,2296,750,2.274,150800
-118.48,33.43,29,716,214.0,422,173,2.6042,287500
-118.18,33.85,30,2548,717.0,2086,700,0.7007,134400
-122.02,37.88,16,3031,438.0,1087,421,7.3732,287300
-119.32,36.22,5,2319,438.0,1283,423,3.6343,95400
-121.62,38.96,36,1826,329.0,1068,318,1.9797,118800
-121.6,36.81,18,1575,230.0,751,219,5.2203,286500
-118.95,34.18,25,2237,331.0,1121,365,6.0994,254900
-121.06,38.91,18,6501,1416.0,2954,1373,2.5373,143000
-118.55,34.18,32,3011,529.0,1287,525,5.0605,311000
-118.2,34.09,39,1594,430.0,1668,378,2.5343,138200
-117.93,33.67,27,3512,472.0,1391,481,8.1001,336500
-119.77,36.72,43,1763,389.0,1623,390,1.4427,47700
-117.6,34.08,15,2700,460.0,1432,449,4.9063,159800
-116.89,32.85,16,1743,333.0,652,322,2.8906,158300
-117.96,33.66,19,5925,744.0,2302,729,7.5699,333300
-121.48,38.62,23,7709,1279.0,4147,1262,3.8272,96600
-118.35,33.9,31,981,222.0,734,239,4.875,232400
-118.22,34.08,31,394,117.0,573,131,1.8173,154200
-118.2,33.94,42,618,163.0,680,179,3.3472,154200
-118.21,33.92,36,602,150.0,645,145,3.1964,115400
-119.79,36.3,16,1717,277.0,903,289,4.3438,93100
-118.32,33.91,35,940,197.0,640,215,4.2,181300
-121.82,37.28,33,2873,489.0,1946,475,5.0709,176400
-122.29,37.78,42,1241,309.0,821,300,1.9427,102200
-122.13,37.15,39,2854,613.0,1338,518,3.9423,180300
-122.23,39.53,8,1268,336.0,1237,326,1.3708,125000
-120.63,36.98,20,2380,489.0,1581,505,2.0595,61300
-117.87,34.13,29,1677,413.0,873,400,3.12,194300
-122.53,37.97,52,205,119.0,228,132,1.9063,200000
-118.2,33.94,44,1413,298.0,1200,307,3.5125,169300
-119.6,36.66,27,1388,296.0,1056,284,1.6094,55200
-115.38,32.82,38,1892,394.0,1175,374,1.9939,65800
-122.02,37.99,37,2247,416.0,1237,397,4.45,161900
-121.6,39.79,18,2672,533.0,1151,532,2.567,102900
-118.15,34.16,18,1711,383.0,1474,415,1.2891,181300
-117.06,34.87,14,3348,619.0,1756,557,3.5987,91400
-118.28,33.99,37,1971,513.0,1673,464,1.4625,103000
-121.44,38.68,19,2476,534.0,1355,463,2.0625,94400
-117.14,32.79,31,984,161.0,422,158,5.282,183000
-118.48,34.01,31,1829,458.0,719,392,4.4,353800
-122.07,37.39,19,1465,342.0,646,345,4.712,289300
-118.36,33.83,35,1378,247.0,645,217,5.9143,343400
-121.28,38.71,35,3095,594.0,1550,576,3.575,113500
-117.94,33.62,28,1765,390.0,832,349,6.5928,439100
-122.2,37.9,36,2107,287.0,740,280,10.3416,500001
-119.04,34.34,35,462,90.0,334,96,5.3582,281300
-118.18,33.83,39,3622,745.0,1330,648,3.3125,425500
-118.45,34.03,39,1657,402.0,931,363,3.7813,336300
-117.7,33.92,4,8301,1333.0,3941,1236,6.2141,252200
-118.15,34.2,46,1505,261.0,857,269,4.5,184200
-121.32,38.7,16,3592,642.0,1740,629,3.0703,126000
-117.4,33.95,32,1979,491.0,954,444,2.4408,117300
-117.1,32.67,15,1635,553.0,1347,597,1.2745,92900
-117.91,33.64,40,1958,333.0,876,364,3.6406,326100
-122.23,37.79,30,610,145.0,425,140,1.6198,122700
-122.11,37.4,31,2836,490.0,1138,481,4.9519,500001
-122.7,38.39,16,4922,1211.0,2557,1088,2.0915,168100
-122.4,37.81,12,1349,349.0,536,334,7.7852,250000
-117.62,33.42,27,1005,266.0,460,243,3.1029,190600
-122.15,37.45,52,2117,353.0,734,328,6.767,500001
-118.11,33.95,34,2319,334.0,941,356,6.4319,452300
-121.96,37.34,34,1461,299.0,739,276,3.4375,252600
-118.28,34.02,46,1098,426.0,1510,374,2.1382,156300
-118.42,34.0,33,1139,299.0,734,257,3.2708,325000
-116.51,33.96,16,4913,1395.0,2518,1132,1.4665,61100
-118.2,34.21,42,1493,237.0,665,224,6.7571,443900
-117.77,33.71,5,4050,584.0,1986,598,7.5847,375700
-118.03,34.09,29,1219,338.0,1152,323,2.8029,180900
-117.02,36.4,19,619,239.0,490,164,2.1,14999
-117.23,33.57,6,13724,2269.0,5860,1986,3.9617,183000
-121.62,39.12,26,1405,204.0,627,215,4.2188,94200
-118.22,33.79,48,143,41.0,222,50,1.7,104200
-122.39,37.6,44,2304,384.0,986,379,4.652,387100
-121.15,39.0,15,4145,691.0,1872,680,4.3553,220600
-120.75,37.69,24,2282,423.0,1167,398,3.8214,116100
-122.22,37.8,52,2286,464.0,1073,441,3.0298,199600
-117.37,34.07,52,50,9.0,60,16,4.125,262500
-118.21,33.92,28,2949,1003.0,4551,930,1.9026,131900
-118.25,33.93,40,975,270.0,1068,270,0.9889,87500
-122.46,37.75,52,1849,287.0,695,258,6.5372,394000
-117.1,32.72,5,1615,387.0,1094,394,2.2024,137200
-118.18,34.06,27,2025,565.0,2189,577,2.6083,148600
-121.46,38.54,39,1453,324.0,843,281,1.7692,63900
-118.2,34.03,41,1292,334.0,1150,322,1.925,135200
-118.15,33.97,33,1903,469.0,1882,435,2.4071,170500
-121.2,37.81,26,395,74.0,193,72,7.3718,212500
-119.23,34.15,18,6213,1188.0,2679,1000,3.748,380400
-118.38,34.18,27,4834,1527.0,3847,1432,2.1449,165300
-118.17,33.87,40,2462,587.0,1821,536,3.5646,162600
-117.06,32.99,16,1306,196.0,713,222,6.2683,180700
-117.93,34.05,36,1340,221.0,848,244,4.1731,205100
-118.29,34.1,39,631,298.0,744,274,2.7054,162500
-121.04,38.95,22,1931,445.0,1009,407,2.75,153200
-121.51,38.55,46,1485,278.0,531,291,2.7885,137200
-122.42,37.8,52,4079,1112.0,1466,1024,4.5913,500001
-117.1,33.07,16,2402,336.0,1080,365,8.6803,347300
-120.64,37.38,19,2256,449.0,1469,435,2.5129,84600
-121.81,37.37,26,2987,539.0,1931,518,5.1099,213100
-117.45,33.91,29,2320,422.0,1358,415,3.7333,121400
-122.07,38.26,15,1173,146.0,450,154,6.0487,197700
-117.49,34.02,21,3736,738.0,2021,640,4.4545,142400
-118.64,34.19,30,2399,373.0,1062,377,6.0094,245600
-119.78,36.73,52,1377,319.0,1280,259,1.2344,43300
-122.27,37.88,52,2803,930.0,1372,876,2.1907,271400
-122.01,37.27,28,3825,473.0,1415,480,10.675,500001
-118.49,34.15,33,2829,360.0,1010,363,10.3587,500001
-118.3,33.74,40,1896,416.0,950,383,2.425,255000
-117.71,34.08,29,1276,283.0,1216,316,2.5972,134300
-122.27,37.85,52,1966,347.0,793,331,2.775,152500
-117.25,32.99,10,4926,749.0,1478,634,7.472,439900
-121.6,37.13,14,9483,1361.0,4108,1281,7.5,344500
-121.95,38.65,19,1265,228.0,755,218,3.3472,69800
-122.02,37.37,8,5686,1489.0,3250,1329,4.2782,327700
-119.35,36.2,31,1783,382.0,1266,358,2.2264,50800
-122.45,37.73,52,2510,438.0,1153,407,5.1238,335100
-122.02,37.36,24,1709,437.0,892,408,4.9671,335200
-122.09,37.64,36,1180,212.0,664,200,5.2838,172600
-122.19,37.42,47,932,167.0,295,116,8.4375,500001
-117.99,33.82,21,2281,557.0,1510,460,2.8625,189600
-117.4,34.07,28,2879,659.0,1661,554,2.066,88100
-122.0,37.36,19,2237,433.0,1158,426,6.7718,368300
-121.98,37.37,36,1651,344.0,1062,331,4.575,215400
-119.35,36.52,39,3027,608.0,2199,592,2.6445,62000
-118.37,33.88,20,2439,474.0,1219,497,5.9619,335900
-122.07,37.41,26,1184,225.0,815,218,5.7657,322300
-122.02,38.26,27,3440,787.0,2085,748,2.5896,104700
-122.05,37.11,39,1065,248.0,497,208,4.5972,146300
-122.56,38.41,20,1151,211.0,478,183,5.93,384600
-118.12,33.91,36,2053,386.0,1023,394,3.0,216600
-118.18,33.91,36,1138,238.0,878,224,2.0625,134400
-118.34,34.03,48,1426,331.0,784,356,1.6581,118800
-118.18,33.83,44,1497,277.0,542,274,5.0052,321800
-117.95,33.68,19,1028,191.0,340,159,3.6364,252800
-116.9,33.65,15,652,149.0,248,97,2.1071,93800
-119.11,34.33,14,4026,769.0,1825,671,3.5541,191800
-116.87,33.57,12,1153,265.0,446,195,3.038,128100
-121.47,38.55,52,1384,295.0,561,244,2.0242,94600
-118.29,33.71,36,3135,746.0,1815,697,3.7596,300000
-118.09,34.0,35,1580,331.0,1290,338,4.1458,162500
-118.0,34.14,31,1298,431.0,1131,425,1.0548,178100
-117.82,33.74,25,2720,680.0,1559,631,3.0958,137800
-122.51,38.06,24,9493,1935.0,5162,1880,3.0742,118800
-121.5,38.55,49,4094,634.0,1363,659,5.2362,236800
-117.68,35.55,9,3811,605.0,1518,568,5.5551,142500
-117.04,32.72,24,5474,955.0,3020,904,4.0813,137000
-117.05,34.01,27,5484,1205.0,2645,1131,2.1927,116700
-120.44,34.88,9,3124,415.0,1169,407,6.7694,275100
-118.16,33.97,13,221,63.0,286,64,1.9063,175000
-118.34,34.06,52,1482,336.0,768,300,3.7167,327300
-122.46,37.77,52,1824,388.0,799,363,3.75,435700
-118.31,33.89,35,2144,423.0,1192,417,4.1458,231500
-121.88,37.46,5,1819,245.0,802,228,10.9722,500001
-120.02,38.92,24,1194,246.0,414,151,3.2396,101900
-121.82,37.38,32,3747,665.0,1687,649,5.4949,330800
-119.2,35.37,6,7383,1095.0,3415,1059,5.3119,157300
-118.56,34.41,4,17313,3224.0,6902,2707,5.6798,320900
-118.18,33.78,17,1419,436.0,1300,360,2.0769,100000
-118.38,34.05,52,1004,231.0,590,226,4.2404,351000
-118.19,34.14,47,2525,523.0,1514,498,4.3359,209200
-118.03,34.16,36,1401,218.0,667,225,7.1615,484700
-117.28,35.13,32,671,166.0,856,114,2.6477,53300
-118.04,34.0,30,5308,854.0,2114,838,5.1985,279200
-118.42,33.75,22,17591,2604.0,6897,2492,8.2831,500001
-118.1,34.01,29,2077,564.0,2087,543,2.66,189200
-122.31,37.52,35,1817,262.0,659,262,6.8336,457200
-118.21,33.88,31,1332,417.0,1405,363,2.0125,143000
-117.01,32.79,31,3776,815.0,1886,799,3.4421,155300
-121.76,41.5,31,602,153.0,112,47,1.0667,34200
-119.67,34.42,37,1673,444.0,1477,446,2.0643,246700
-118.14,33.9,26,2145,471.0,1150,429,3.5972,225800
-118.39,34.19,41,2000,485.0,1439,461,3.0491,192000
-119.25,36.71,13,2813,579.0,1385,512,2.2202,100000
-122.14,37.7,36,1266,228.0,606,239,3.9702,194100
-117.36,33.17,24,2046,442.0,812,367,2.3182,500001
-121.86,37.23,24,4337,670.0,1936,652,5.8904,271400
-122.04,37.97,39,1323,245.0,705,261,3.1968,151000
-117.62,33.43,23,4052,955.0,1950,859,4.0647,240600
-116.92,32.82,16,2784,468.0,1458,465,4.0048,184600
-118.57,34.17,31,1950,383.0,870,357,3.1875,500001
-117.84,33.73,20,2572,732.0,1534,669,2.4211,175000
-118.4,34.19,35,2180,599.0,1483,574,3.0395,191300
-117.93,34.15,14,9610,2005.0,4723,1907,4.0393,156800
-118.16,33.98,33,1196,313.0,1448,320,2.9375,162500
-121.84,37.25,17,2363,473.0,1369,442,4.8355,141600
-117.11,33.14,10,3208,636.0,1395,582,3.4455,190500
-118.12,34.01,33,1956,478.0,1472,464,1.9867,166300
-121.36,38.04,9,2167,370.0,1290,351,5.0285,148200
-122.39,37.78,3,3464,1179.0,1441,919,4.7105,275000
-117.74,34.06,4,1391,506.0,727,369,1.4722,137500
-121.94,36.58,23,4911,693.0,1480,606,6.777,500000
-122.27,37.87,30,1465,439.0,862,425,1.7778,268800
-116.46,33.78,25,1137,414.0,604,240,1.3801,55000
-120.05,36.97,20,2029,427.0,983,401,1.8444,47100
-117.91,33.79,22,4417,1054.0,2759,983,4.25,170300
-117.04,32.81,12,2880,406.0,1381,418,6.5412,254200
-118.38,34.08,52,1479,360.0,652,346,2.945,431400
-118.12,34.15,35,1760,447.0,984,384,3.4167,198200
-122.26,38.33,34,2048,316.0,780,267,5.815,339200
-118.36,34.06,39,2810,670.0,1109,624,3.25,355000
-121.56,39.52,26,1957,429.0,945,397,1.7308,53600
-118.17,33.79,28,1219,408.0,1816,348,1.7589,118300
-123.1,39.36,19,1056,248.0,611,226,1.746,105000
-117.62,33.43,27,3858,1062.0,2321,873,3.3155,231000
-119.55,36.69,21,1551,423.0,1519,406,1.7132,55900
-122.26,38.11,52,793,216.0,505,194,1.9667,93800
-117.3,33.06,31,2128,520.0,1049,485,4.027,290000
-117.21,33.82,2,4198,805.0,1943,673,3.9052,122100
-122.39,38.0,33,44,6.0,23,11,4.125,212500
-122.33,37.97,19,5151,1335.0,2548,1165,3.3125,158800
-122.32,37.97,33,1595,292.0,991,300,4.6937,134100
-118.23,34.1,46,2483,587.0,2121,553,2.2788,152900
-119.21,36.38,18,2158,413.0,1461,395,2.0216,58000
-120.31,37.29,36,969,206.0,732,175,1.5938,57600
-122.19,37.43,39,2392,420.0,937,406,6.6136,472800
-117.19,32.76,52,1294,175.0,434,180,5.7914,500001
-122.29,37.87,46,1267,324.0,792,321,2.525,165900
-121.14,37.46,4,2919,503.0,1592,491,5.2452,161900
-117.96,33.93,29,2316,522.0,1275,501,3.776,192600
-119.95,36.8,30,1233,214.0,620,199,3.4297,112500
-118.1,33.95,27,1666,365.0,995,354,4.5694,204300
-118.56,34.19,36,2600,441.0,1246,426,4.1111,215600
-118.15,34.05,31,3362,799.0,1939,754,3.5089,305800
-118.22,34.66,17,3810,662.0,1867,586,4.9,152400
-122.79,40.75,17,3851,818.0,1352,560,2.125,71700
-117.19,34.03,25,2513,340.0,900,320,6.4962,182400
-116.85,34.26,19,5395,1220.0,981,366,2.6094,92400
-122.46,37.68,23,2812,769.0,1983,681,2.9413,229400
-117.13,32.91,15,1450,266.0,747,290,3.6111,196300
-117.18,34.05,29,3436,731.0,1323,676,2.4943,122300
-117.19,34.27,16,7961,1147.0,879,280,5.2146,255200
-117.38,33.19,26,4123,1145.0,1703,895,1.9891,500000
-116.52,33.82,21,10227,2315.0,3623,1734,2.5212,145200
-119.45,36.6,42,510,88.0,247,99,2.5,73000
-121.92,37.68,23,1655,223.0,706,219,7.2211,291900
-117.66,34.06,24,4043,952.0,2174,859,2.2244,114900
-118.2,33.77,24,2404,819.0,1566,753,1.5076,145800
-117.66,35.63,33,2579,564.0,1155,431,2.0441,42100
-119.0,35.4,44,2250,378.0,928,379,4.3906,93900
-121.15,39.23,13,3883,763.0,1816,682,2.8102,144400
-117.5,34.0,15,1929,317.0,1237,316,4.4063,128500
-124.14,40.67,23,580,117.0,320,109,4.2054,130600
-117.19,32.86,19,3716,563.0,1788,587,5.2113,267400
-121.99,38.26,18,921,126.0,368,120,6.0842,261100
-118.0,34.13,24,2584,520.0,1869,503,3.2841,167000
-116.95,32.81,15,2619,599.0,1513,537,2.543,100000
-122.78,38.52,23,2511,549.0,1052,527,2.4922,192000
-118.35,33.8,32,1434,296.0,672,285,4.875,311700
-119.19,36.34,33,2199,403.0,1245,394,2.73,96900
-118.23,33.8,26,239,135.0,165,112,1.3333,187500
-120.93,37.72,18,391,71.0,247,71,4.3864,179500
-120.45,34.65,21,1182,243.0,733,251,3.1442,131600
-122.33,40.48,26,695,126.0,319,124,3.2788,101600
-121.99,37.56,20,6462,1294.0,3288,1235,4.3393,231200
-119.09,34.22,8,40,10.0,309,16,4.0208,52500
-121.75,37.29,15,1486,310.0,455,296,4.3365,221000
-117.68,33.52,5,3621,632.0,1546,567,5.753,322800
-121.49,38.56,52,1777,368.0,624,350,3.6729,137800
-121.07,39.09,17,1878,345.0,892,299,2.8864,143100
-117.23,32.88,18,5566,1465.0,6303,1458,1.858,205000
-121.81,37.28,17,2277,428.0,1887,422,5.7078,217000
-119.69,36.8,31,2576,458.0,1306,418,3.2813,68700
-119.1,34.31,21,2424,527.0,1379,484,2.6786,184000
-122.51,37.89,27,2674,565.0,1233,547,3.4485,458300
-118.45,34.07,13,4284,1452.0,3806,1252,1.3125,350000
-122.5,37.74,44,2527,518.0,1434,444,3.875,275700
-122.53,37.97,44,3595,953.0,1831,910,2.6036,287500
-122.24,38.12,42,1625,255.0,578,243,4.0114,166900
-119.16,34.15,23,3204,644.0,2295,614,3.9485,196600
-118.0,33.81,17,1530,404.0,883,344,2.8835,196500
-118.08,33.79,34,2840,395.0,1127,396,7.6144,376200
-118.31,34.07,20,3264,1248.0,2919,1191,2.3674,500001
-122.0,38.28,3,7030,1191.0,3238,1055,4.962,161700
-121.62,39.11,5,2320,502.0,1245,489,3.2465,97200
-121.35,37.96,21,1343,183.0,462,193,5.8995,189900
-117.99,33.71,18,1994,578.0,3031,577,2.7614,237500
-115.59,32.69,30,935,177.0,649,148,2.5769,94400
-121.31,38.01,22,2575,680.0,1367,645,1.4274,90500
-122.42,37.73,48,1474,308.0,998,330,4.0781,250300
-118.14,34.09,20,3447,1007.0,2622,934,2.918,208700
-118.11,33.93,35,2670,493.0,1196,488,3.8427,283500
-122.43,40.66,15,2532,458.0,1183,450,2.5417,92200
-119.99,38.94,22,3119,640.0,786,351,3.0806,118500
-118.19,34.02,34,1478,369.0,1735,348,1.8875,136700
-117.93,34.04,23,6361,1168.0,4580,1109,4.9342,181000
-116.85,34.98,26,3606,792.0,1683,608,2.6587,57400
-116.93,33.74,15,3757,666.0,1693,654,3.6806,112800
-120.43,34.89,30,1979,342.0,999,320,5.0286,158000
-122.03,38.24,16,1104,164.0,495,156,5.4074,157700
-121.44,38.63,33,1077,271.0,753,236,1.3462,55900
-122.42,37.75,52,1974,525.0,935,465,2.7173,300000
-121.66,36.68,10,913,265.0,508,251,0.9914,147500
-118.26,33.92,42,3320,682.0,2105,632,1.9809,104600
-122.08,37.62,27,1826,309.0,1016,313,5.64,206500
-118.06,33.83,22,5290,1054.0,2812,1021,4.53,226400
-120.88,37.53,18,239,39.0,92,36,5.3168,175000
-122.23,37.76,52,1049,185.0,374,176,4.1458,248500
-118.05,33.72,14,2673,687.0,1192,656,4.1862,188900
-122.18,37.44,44,2237,347.0,948,346,8.2436,500001
-118.62,34.18,25,3124,468.0,1241,439,6.4044,333100
-118.12,34.69,27,3019,501.0,1580,523,3.7804,113500
-122.1,40.05,26,633,129.0,305,140,2.1827,72700
-118.35,33.91,32,1660,366.0,928,398,4.3187,269700
-118.21,33.81,40,1815,428.0,1807,413,3.0882,160700
-117.94,33.92,32,1053,207.0,1038,222,4.6696,165500
-122.08,37.71,38,3716,657.0,1784,652,4.8237,220900
-120.86,37.5,34,4272,996.0,2916,962,1.9829,82800
-118.15,33.96,33,1471,451.0,2272,482,2.5385,160900
-118.04,33.87,18,4626,822.0,2794,763,5.6917,275100
-118.14,33.76,50,914,167.0,322,165,4.7361,418800
-121.0,39.09,7,439,84.0,246,80,3.0781,162500
-121.67,37.13,19,3269,483.0,1383,452,5.6205,300800
-121.83,37.26,7,3609,751.0,1739,682,4.5033,213100
-119.7,34.42,41,725,239.0,582,214,3.1667,362500
-117.09,32.8,15,666,152.0,247,164,2.15,131300
-122.3,37.89,36,1077,293.0,518,276,3.0208,206300
-117.15,33.02,4,15029,2279.0,5613,1696,7.2731,450400
-122.13,37.72,26,2862,394.0,1030,397,7.912,367300
-117.99,33.69,16,1476,294.0,886,270,5.3259,216400
-118.15,34.15,49,806,199.0,698,172,2.3654,137500
-114.6,34.83,46,1497,309.0,787,271,2.1908,48100
-121.48,38.55,52,2037,358.0,811,375,4.3929,162500
-118.45,34.08,52,1500,176.0,384,145,7.1576,500001
-118.14,34.04,43,1949,464.0,1216,457,3.3214,209300
-118.81,34.25,4,9147,1827.0,3950,1661,5.716,320800
-117.17,32.73,52,408,143.0,313,143,1.815,116700
-122.66,38.48,21,2066,393.0,919,395,3.267,176200
-117.62,33.43,27,1835,413.0,1221,377,3.2232,247100
-121.47,39.51,19,3720,636.0,1304,607,2.6921,97500
-119.29,34.4,22,3891,657.0,1727,581,4.2656,241400
-121.75,36.92,46,1362,321.0,1068,305,2.4615,177800
-122.22,37.79,49,1826,450.0,1201,424,2.5,136700
-118.17,33.77,45,2508,797.0,1340,720,2.6786,191100
-117.71,33.47,14,3894,672.0,1490,629,6.5206,368500
-122.54,38.0,28,3416,826.0,1694,800,3.18,277000
-117.66,34.03,14,2137,345.0,1151,352,5.753,185500
-117.44,33.94,30,2992,516.0,1521,507,3.9128,126900
-121.95,37.26,34,1482,255.0,584,246,5.5121,264700
-122.04,37.34,23,2590,725.0,1795,680,3.16,225000
-118.29,33.75,27,1650,443.0,1359,386,2.5795,192400
-122.01,37.26,14,2561,404.0,1172,378,7.6107,500001
-118.36,33.82,26,5166,1313.0,2738,1239,3.3565,360800
-117.81,33.78,27,3589,507.0,1484,495,5.7934,270500
-118.11,33.84,36,1523,263.0,717,278,4.875,218900
-120.19,39.35,7,2611,395.0,482,159,5.0622,174100
-117.13,32.74,52,1512,321.0,651,321,3.6852,185300
-122.49,37.74,52,2189,433.0,1147,420,3.4583,321300
-122.56,37.91,52,1972,327.0,755,345,7.1924,500001
-115.57,32.83,31,1494,289.0,959,284,3.5282,67500
-117.7,33.63,16,4428,745.0,1525,682,5.2325,286800
-117.37,34.0,36,730,155.0,476,142,2.4306,88900
-121.65,36.67,28,1926,556.0,1717,535,1.9385,123200
-118.12,33.96,36,1426,235.0,698,240,4.8523,267300
-121.37,38.58,37,2839,390.0,1006,400,7.3343,280400
-119.8,36.68,31,2214,432.0,1326,416,2.1691,66700
-122.06,37.39,26,18,4.0,8,4,3.75,375000
-117.07,33.67,11,939,187.0,557,190,2.375,145800
-121.83,37.34,26,1848,339.0,1952,327,4.087,182500
-117.13,32.71,42,1145,314.0,1114,307,1.2614,87500
-120.94,37.68,4,13315,2424.0,6420,2289,4.2471,162100
-118.22,33.99,6,1499,437.0,1754,447,4.3164,143200
-118.19,34.87,2,2103,389.0,923,338,5.0553,111100
-118.37,34.04,43,1465,278.0,727,290,4.0781,289400
-118.07,33.85,16,3771,606.0,2196,564,7.0113,319700
-122.42,37.76,52,2038,629.0,2007,596,2.5701,266700
-117.14,32.7,43,1126,289.0,1132,294,2.1875,87000
-121.5,38.56,46,2646,645.0,1684,616,1.128,123100
-121.48,38.57,38,2809,805.0,1243,785,1.8512,114100
-118.5,34.03,52,1506,208.0,547,186,7.8705,500001
-117.31,34.04,5,2785,577.0,1310,536,3.39,149500
-119.27,35.5,34,1367,329.0,796,319,2.8269,61100
